customer_type;age;type_of_travel;class;flight_distanced;inflight_wifi_service;ease_of_online_booking;food_and_drink;online_boarding;seat_comfort;inflight_entertainment;on-board_service;leg_room_service;baggage_handling;checking_service;inflight_service;cleanliness;average_service_rating;satisfaction
1;70;1;0;331;3;1;3;3;3;3;2;1;2;2;3;3;2,416666667;0
1;21;0;0;109;1;1;5;1;4;5;1;1;3;1;3;5;2,583333333;0
1;11;0;0;611;3;3;2;3;2;2;4;4;3;1;5;2;2,833333333;0
1;66;0;0;1721;4;4;5;5;5;5;5;4;5;5;5;3;4,583333333;0
0;65;1;1;128;3;3;4;3;5;4;4;2;2;5;5;4;3,666666667;0
1;9;0;0;888;2;2;5;2;5;5;3;5;1;5;1;5;3,416666667;0
1;23;0;1;895;4;4;4;4;4;4;4;3;4;3;4;4;3,833333333;1
0;47;0;0;409;1;3;2;3;2;2;3;5;3;2;4;2;2,666666667;0
0;23;1;0;1075;3;3;2;3;2;2;3;5;5;3;5;2;3,166666667;0
1;41;0;2;166;4;4;3;5;4;2;2;4;2;5;2;5;3,5;1
1;52;1;2;2136;2;2;4;4;3;2;2;2;2;3;2;2;2,5;0
1;36;1;2;3098;0;0;5;4;5;2;2;2;2;5;2;4;2,75;1
1;35;0;0;764;4;4;2;4;2;2;3;4;4;5;5;2;3,416666667;1
0;24;1;0;630;4;3;5;3;2;5;3;3;5;5;5;5;4;0
1;45;1;0;313;5;4;4;5;5;5;5;5;5;2;5;5;4,583333333;1
1;16;1;2;3192;3;2;3;3;3;3;3;2;3;1;3;3;2,666666667;0
1;14;0;0;1045;3;3;5;3;5;5;3;3;3;4;3;5;3,75;0
0;22;1;0;680;0;0;3;0;3;3;3;4;4;4;4;3;2,583333333;1
0;50;1;2;1524;4;4;1;4;1;1;4;4;4;4;4;1;3;1
1;45;1;2;512;2;4;3;4;1;4;4;4;4;3;4;5;3,5;1
1;44;1;2;3063;2;4;4;3;3;2;2;1;2;3;2;4;2,666666667;0
1;57;1;2;1908;4;4;2;2;2;2;2;2;2;2;2;5;2,583333333;1
1;52;1;2;1739;2;2;5;5;4;4;4;4;4;5;4;4;3,916666667;1
1;49;0;0;1237;4;5;5;2;4;4;4;2;4;4;1;4;3,583333333;0
1;26;1;2;2667;3;4;3;3;3;3;2;1;3;4;4;3;3;0
1;36;0;0;337;3;3;1;3;1;1;4;2;5;3;5;1;2,666666667;0
0;27;1;0;1576;5;5;5;5;5;2;5;4;5;5;2;5;4,416666667;1
1;19;0;2;391;1;1;1;1;1;1;5;3;4;5;5;1;2,416666667;0
1;45;1;2;1399;5;4;2;4;4;5;5;5;5;5;5;3;4,333333333;1
0;14;1;0;752;5;5;5;0;5;5;3;2;3;2;2;5;3,5;1
1;28;0;0;204;1;1;5;1;5;5;1;5;2;4;2;5;3,083333333;0
1;38;0;0;888;2;1;4;1;4;4;5;2;4;3;4;4;3,166666667;0
1;36;1;2;2214;1;2;5;4;3;3;3;3;1;1;3;1;2,5;0
1;42;0;0;326;4;4;4;3;3;3;2;2;3;3;1;3;2,916666667;0
1;55;1;2;3866;2;2;4;2;5;4;4;4;4;1;4;5;3,416666667;1
1;52;1;2;481;3;5;1;4;3;3;3;2;3;2;3;4;3;0
1;48;1;2;1303;1;1;5;4;4;5;5;5;5;3;5;3;3,833333333;1
1;11;0;0;247;1;1;4;1;4;4;3;3;3;1;3;4;2,666666667;0
1;20;0;0;101;3;3;4;3;4;4;3;5;5;5;5;4;4;0
0;21;1;2;950;4;4;2;4;2;2;4;3;4;3;5;2;3,25;1
0;25;1;0;744;3;3;5;3;5;5;3;4;5;4;4;5;4,083333333;0
0;18;1;0;836;2;2;3;2;3;3;3;4;4;3;4;3;3;0
1;52;1;2;1773;5;5;3;5;5;5;5;5;5;3;5;3;4,5;1
1;25;0;0;604;3;3;2;3;1;2;5;3;4;5;4;2;3,083333333;0
1;37;1;2;315;1;3;1;3;4;1;1;2;1;3;1;3;2;0
0;37;1;1;651;2;2;4;2;1;4;2;3;3;4;3;4;2,833333333;0
1;41;1;1;606;1;5;1;1;1;4;5;3;3;1;2;1;2,333333333;0
1;17;0;0;296;3;3;3;3;2;5;2;4;5;2;3;2;3,083333333;0
1;37;0;2;502;2;2;2;5;5;1;1;2;1;4;1;4;2,5;0
0;17;1;0;216;0;0;4;0;4;4;4;3;3;4;3;4;2,75;1
1;39;1;2;1620;2;2;3;4;4;4;4;4;4;2;4;2;3,25;1
1;60;1;2;651;4;4;3;5;4;5;5;5;5;4;5;3;4,333333333;1
0;30;1;0;302;3;3;5;3;5;5;4;3;3;1;3;5;3,583333333;0
1;61;0;2;342;4;4;2;5;5;3;3;4;3;5;3;3;3,666666667;1
0;17;1;0;1489;5;5;2;5;2;2;1;3;4;5;5;2;3,416666667;1
1;50;0;0;1416;4;4;2;4;3;3;3;4;3;1;3;1;2,916666667;0
0;59;1;2;296;2;2;3;2;3;3;3;2;5;5;4;3;3,083333333;0
1;35;1;2;139;5;5;5;5;4;4;4;4;5;3;4;4;4,333333333;1
1;46;1;2;3414;2;2;2;5;5;4;4;4;4;4;4;4;3,666666667;1
1;54;0;0;846;1;1;3;1;3;3;5;5;4;4;5;3;3,166666667;0
1;24;1;2;2507;2;5;2;2;2;3;1;3;3;2;3;2;2,5;0
1;60;1;1;1379;2;5;4;3;4;2;2;2;2;2;2;3;2,75;0
0;27;1;0;541;2;2;3;2;3;3;1;2;4;2;4;3;2,583333333;0
1;68;0;0;1147;3;3;3;4;3;2;2;3;2;2;2;3;2,666666667;0
1;37;0;0;689;1;1;3;1;3;3;5;3;4;4;4;3;2,916666667;0
1;28;0;0;1013;4;4;5;4;5;5;2;5;3;3;3;5;4;1
1;19;0;0;393;3;3;4;3;4;4;1;5;4;4;2;4;3,416666667;0
1;17;0;0;862;3;3;3;3;2;3;3;4;5;3;5;3;3,333333333;0
1;46;1;1;587;2;4;3;4;3;2;2;2;2;1;2;1;2,333333333;0
1;9;0;0;1744;4;4;5;4;5;5;5;4;5;4;4;5;4,5;0
0;23;1;0;197;2;2;3;2;3;3;1;5;3;3;3;3;2,75;0
1;36;1;2;585;2;3;5;4;3;2;2;2;2;3;2;4;2,833333333;0
1;29;0;0;696;2;2;4;2;4;4;4;5;5;4;4;4;3,666666667;0
1;46;1;2;2172;4;4;2;5;5;4;4;4;4;3;4;5;4;1
1;66;0;0;853;4;4;3;4;4;3;3;4;3;4;3;3;3,5;1
1;23;0;0;1023;3;3;2;3;2;2;3;4;5;3;2;2;2,833333333;0
0;37;1;2;158;3;3;3;3;3;3;4;4;4;1;3;3;3,083333333;0
1;52;1;2;2426;2;3;2;5;4;4;4;4;4;3;4;4;3,583333333;1
1;46;0;0;2367;3;3;1;3;1;1;5;2;4;5;5;1;2,833333333;0
1;25;1;2;1792;5;5;5;5;5;5;4;4;5;5;4;5;4,75;1
1;69;1;2;73;2;2;1;2;2;2;3;4;3;2;3;2;2,333333333;0
1;39;1;0;1246;3;4;3;3;3;3;2;4;4;1;4;3;3,083333333;0
0;38;1;0;594;1;1;4;1;4;4;1;2;3;2;5;4;2,666666667;0
1;26;1;0;1587;2;4;2;2;2;2;3;4;4;4;3;2;2,833333333;0
0;37;1;2;361;3;3;4;3;4;4;3;2;5;5;4;4;3,666666667;0
1;58;1;1;771;5;5;3;1;3;5;5;5;5;5;5;4;4,25;1
1;43;1;2;3389;3;5;1;2;3;5;5;5;5;5;5;5;4,083333333;1
1;18;0;0;1504;0;0;3;0;3;3;3;2;5;3;4;3;2,416666667;1
1;35;0;1;738;5;5;4;5;3;4;3;2;4;4;5;4;4;1
1;56;0;0;500;3;3;3;3;3;3;4;1;4;4;3;3;3,083333333;0
0;25;1;0;1045;3;3;5;3;5;5;4;3;3;4;3;5;3,833333333;0
1;58;0;2;689;3;3;2;4;5;2;2;3;2;5;2;4;3,083333333;0
1;66;1;2;413;2;3;4;2;3;2;2;2;2;2;2;2;2,333333333;0
1;40;0;0;468;3;3;3;3;3;3;4;2;4;3;5;3;3,25;0
1;54;0;0;134;3;3;5;3;5;5;5;2;4;4;5;5;4,083333333;0
0;26;1;2;2586;3;3;3;3;3;5;5;5;4;3;4;3;3,666666667;0
1;50;1;2;3641;5;5;2;4;5;4;4;4;4;3;4;3;3,916666667;1
1;63;0;0;694;0;0;2;5;4;5;5;0;5;4;5;4;3,25;1
1;44;1;2;142;3;5;5;5;4;5;5;5;3;5;5;4;4,5;1
1;60;0;0;294;2;2;2;2;2;2;5;5;4;3;5;2;3;0
1;44;0;1;1276;2;2;5;2;1;5;3;3;3;5;5;5;3,416666667;0
1;68;0;0;1916;1;1;5;3;1;3;3;1;3;3;3;5;2,666666667;0
0;27;1;2;1050;4;4;2;4;2;2;3;3;4;5;4;2;3,25;1
0;12;1;0;599;5;5;4;5;4;4;3;5;4;4;4;4;4,25;1
1;9;0;0;2125;1;2;3;2;1;3;3;1;4;4;1;3;2,333333333;0
1;48;0;1;101;2;2;5;2;2;5;5;4;5;4;5;5;3,833333333;0
1;53;0;0;480;3;3;2;3;4;3;3;3;5;2;3;1;2,916666667;0
1;42;1;2;3665;5;5;3;4;2;5;5;5;5;1;5;3;4;1
1;56;0;0;547;2;3;2;3;4;5;5;3;5;4;5;3;3,666666667;0
1;43;1;2;1524;2;2;4;5;4;4;4;4;4;3;4;3;3,583333333;1
0;27;1;1;746;1;1;4;1;4;4;4;4;4;1;4;4;3;0
1;57;0;0;651;4;4;2;3;3;3;3;4;3;5;3;1;3,166666667;1
1;27;1;1;2399;0;0;5;0;5;5;1;2;5;4;1;5;2,75;1
1;31;0;0;2311;5;5;5;1;5;5;4;4;1;1;1;5;3,5;1
1;38;1;2;489;2;2;4;3;2;2;2;2;2;3;2;3;2,416666667;0
1;51;1;2;302;3;3;2;5;4;5;5;5;5;4;5;4;4,166666667;1
1;29;1;2;2700;4;4;4;4;4;4;4;5;5;5;4;4;4,25;1
1;45;1;2;261;5;5;4;5;4;4;4;5;4;3;4;5;4,333333333;1
0;24;1;0;358;1;1;2;1;2;2;4;5;4;3;4;2;2,583333333;0
1;69;0;0;674;2;2;3;4;4;2;2;2;2;2;2;3;2,5;0
0;52;1;0;762;1;0;3;0;3;3;3;4;4;2;3;3;2,416666667;0
1;28;1;2;1337;3;3;5;5;5;5;5;3;5;3;5;5;4,333333333;1
1;34;1;2;551;4;4;4;4;5;5;5;5;5;5;5;3;4,5;1
0;18;1;0;814;0;0;5;0;5;5;5;2;4;5;5;5;3,416666667;1
1;39;1;2;583;3;3;4;4;5;4;4;4;4;5;4;3;3,916666667;1
1;48;1;0;712;2;4;1;2;3;2;2;2;2;2;2;2;2,166666667;0
1;16;0;0;1737;2;2;1;2;1;1;4;5;4;5;4;1;2,666666667;0
0;19;1;0;888;2;2;1;2;1;1;4;2;3;4;4;1;2,25;0
1;33;0;2;370;3;3;2;3;2;2;4;4;3;1;3;2;2,666666667;0
1;44;1;2;3829;1;1;2;5;4;4;4;4;4;3;4;3;3,25;1
1;56;0;0;864;2;2;5;2;5;5;4;3;5;5;5;5;4;0
1;25;0;0;1609;1;1;5;1;5;5;1;2;2;4;4;5;3;0
1;46;0;0;447;5;5;4;5;5;5;5;5;5;3;5;5;4,75;1
1;50;0;1;2676;3;3;3;2;2;4;1;3;3;2;5;2;2,75;0
1;64;1;0;204;5;3;5;5;5;5;5;2;1;1;4;5;3,833333333;1
1;36;1;2;199;2;2;3;1;3;5;5;5;4;4;5;4;3,583333333;1
1;38;1;2;2531;1;1;2;1;2;3;3;4;3;4;3;5;2,666666667;1
0;40;1;0;429;2;2;1;2;1;1;1;3;4;2;5;1;2,083333333;0
1;44;1;1;493;4;4;3;1;2;4;4;4;4;1;4;2;3,083333333;1
1;17;0;0;1674;1;1;5;1;5;5;3;3;3;5;2;5;3,25;0
1;59;1;2;3120;0;0;1;4;1;4;4;4;4;1;4;2;2,416666667;1
1;25;0;0;550;3;2;2;2;2;2;1;1;4;4;4;2;2,416666667;0
1;56;1;2;3489;2;2;2;4;5;4;4;4;4;5;4;5;3,75;1
1;39;1;0;67;5;1;5;5;5;1;5;3;4;5;5;5;4,083333333;1
0;21;1;0;1773;1;1;3;1;3;3;5;2;4;3;4;3;2,75;0
0;35;1;0;413;4;4;4;4;4;4;4;3;2;4;4;4;3,75;0
0;17;1;0;731;3;3;2;3;2;2;2;1;3;1;3;2;2,25;0
1;47;1;2;160;2;4;5;4;4;3;3;3;2;1;3;2;3;0
1;54;1;2;1464;5;5;5;5;4;4;4;4;4;3;4;4;4,25;1
0;28;1;2;2075;4;4;1;4;1;1;4;5;4;4;5;1;3,166666667;1
1;43;1;2;1557;4;4;2;5;4;4;4;4;4;5;4;4;4;1
1;44;1;0;406;2;1;1;4;3;2;2;2;2;4;2;4;2,416666667;0
1;62;0;0;253;3;0;1;0;1;1;3;3;3;4;3;1;1,916666667;0
1;54;0;0;1192;1;1;3;1;4;3;4;5;4;5;4;3;3,166666667;0
0;20;1;0;414;2;2;5;2;5;5;1;2;3;2;2;5;3;0
1;8;0;0;370;2;4;3;4;3;3;3;3;3;1;4;3;3;0
0;52;1;0;507;2;3;5;3;5;5;1;1;3;2;4;5;3,25;0
0;20;1;2;390;5;5;1;5;1;1;5;2;5;4;4;1;3,25;1
1;64;0;0;612;4;4;3;3;2;2;2;4;2;4;2;3;2,916666667;1
1;22;0;2;667;4;4;4;4;4;4;5;3;4;5;5;4;4,166666667;0
1;46;1;2;2475;3;3;4;4;4;3;3;5;5;4;4;4;3,833333333;1
1;28;1;2;3112;4;4;5;4;5;5;3;3;5;5;4;5;4,333333333;1
1;61;0;0;328;3;3;3;3;3;3;1;1;5;4;2;3;2,833333333;0
1;17;0;0;631;2;2;1;2;1;1;4;5;5;5;5;1;2,833333333;0
1;63;1;2;495;2;2;2;5;5;5;5;5;5;5;5;4;4,166666667;1
1;32;0;0;2182;1;0;4;0;4;4;2;5;4;2;3;4;2,75;0
1;13;0;0;362;1;1;5;1;5;5;5;2;5;5;4;5;3,666666667;0
1;67;0;0;89;3;3;3;3;3;3;4;1;3;2;4;3;2,916666667;0
1;24;1;2;2300;2;2;4;5;4;4;3;5;4;5;4;4;3,833333333;1
0;49;1;0;954;2;3;4;3;5;4;4;2;2;5;3;4;3,416666667;0
1;46;1;2;3577;5;5;2;5;5;4;4;4;4;3;4;4;4,083333333;1
1;45;0;2;896;4;4;4;1;1;5;3;5;4;1;4;1;3,083333333;0
1;55;1;0;544;3;3;3;3;3;3;3;5;2;3;3;3;3,083333333;0
1;46;0;0;1173;3;3;3;4;4;1;1;3;1;3;1;4;2,583333333;0
1;55;1;2;1744;4;4;5;4;5;4;4;4;4;5;4;4;4,25;1
1;28;0;0;1145;1;1;4;1;4;4;3;5;3;4;5;4;3,25;0
1;24;0;1;337;2;2;1;2;1;1;4;5;3;3;3;1;2,333333333;0
1;47;1;2;3928;4;4;5;5;5;4;4;4;4;5;4;3;4,25;1
0;23;1;0;386;2;2;5;2;5;5;3;4;3;1;3;5;3,333333333;0
1;47;1;2;158;5;4;3;4;4;3;3;4;4;4;3;4;3,75;1
1;37;1;2;819;3;3;5;4;5;4;4;4;4;5;4;5;4,166666667;1
1;28;1;2;2072;5;5;5;5;5;5;3;4;4;5;5;5;4,666666667;1
1;60;0;0;226;3;3;2;3;3;2;5;5;4;3;4;2;3,25;0
1;39;1;2;955;3;3;5;5;4;4;4;4;4;5;4;4;4,083333333;1
1;37;1;2;2025;2;4;1;3;4;2;2;2;2;4;2;2;2,5;0
1;41;1;2;2097;1;1;4;2;4;5;5;4;5;1;5;2;3,25;1
0;39;1;0;413;2;2;3;2;3;3;4;3;1;4;2;3;2,666666667;0
1;9;0;0;383;3;3;4;3;4;4;3;3;4;4;5;4;3,666666667;0
0;29;1;0;991;2;2;1;2;1;1;4;3;3;2;2;1;2;0
1;57;1;2;1605;5;5;3;1;3;4;4;4;5;1;4;4;3,583333333;1
1;43;1;2;3607;4;4;4;5;4;4;4;4;4;4;4;5;4,166666667;1
1;44;0;1;1400;0;0;1;0;1;1;5;5;1;2;1;1;1,5;1
1;38;1;2;1747;1;1;4;5;1;5;5;5;5;4;5;2;3,583333333;1
1;23;1;1;1956;4;2;4;4;2;4;1;1;2;2;4;4;2,833333333;0
1;40;1;2;1705;1;1;5;4;5;4;4;4;4;4;4;3;3,583333333;1
1;48;1;2;2976;3;3;2;4;4;5;5;5;5;4;5;4;4,083333333;1
1;64;0;0;458;2;2;3;2;3;3;3;1;3;4;4;3;2,75;0
1;49;1;2;723;5;5;2;4;5;4;4;4;4;3;4;5;4,083333333;1
1;45;1;2;1620;4;5;5;2;4;4;4;4;4;4;4;4;4;0
1;9;0;0;399;1;1;4;1;4;4;3;5;4;3;5;4;3,25;0
1;53;0;0;277;4;0;5;0;4;5;2;4;4;1;3;5;3,083333333;1
1;47;0;0;2586;1;1;1;3;3;4;1;3;2;3;3;3;2,333333333;0
1;19;0;0;1562;4;4;4;4;4;4;5;2;4;4;5;4;4;0
1;35;1;2;1728;2;4;3;2;4;2;2;2;2;4;2;2;2,583333333;0
0;38;1;2;472;4;4;5;4;5;5;4;4;4;5;4;5;4,416666667;1
1;29;0;1;1246;3;3;2;3;2;2;4;4;4;3;4;2;3;0
1;11;0;0;226;2;2;3;2;3;3;4;3;4;3;1;3;2,75;0
1;48;0;0;281;4;4;3;4;3;3;1;5;3;1;5;3;3,25;0
1;32;1;0;689;3;1;3;3;3;3;1;4;3;4;3;3;2,833333333;0
1;36;1;2;2116;1;1;2;4;2;5;5;5;5;3;5;5;3,583333333;1
1;49;1;2;843;2;2;3;5;5;4;4;3;4;5;4;3;3,666666667;1
0;42;1;0;438;2;2;2;2;2;2;3;1;3;4;5;2;2,5;0
1;13;0;0;2434;2;2;2;2;2;2;3;3;3;3;5;2;2,583333333;0
1;38;1;2;2638;3;3;4;4;3;3;3;3;3;3;3;3;3,166666667;0
1;16;0;0;1069;0;0;2;0;2;2;5;2;5;5;4;2;2,416666667;1
1;24;1;2;628;3;5;5;5;5;5;1;5;5;1;4;5;4,083333333;1
0;20;1;2;604;0;0;1;0;1;1;3;4;5;4;4;1;2;1
1;55;1;2;296;1;1;5;4;5;5;5;5;5;3;5;4;4;1
1;22;0;0;641;3;4;2;4;2;2;5;2;5;4;5;2;3,333333333;0
1;30;1;2;1979;5;3;5;5;5;5;5;5;4;3;5;5;4,583333333;1
0;25;1;0;1046;2;2;5;2;5;5;2;5;3;1;5;5;3,5;0
1;58;1;2;2127;4;2;2;3;4;4;4;4;4;3;4;3;3,416666667;0
1;20;1;2;1576;3;2;3;3;3;3;2;1;4;4;3;3;2,833333333;0
0;20;1;0;159;2;3;5;3;5;5;2;2;4;3;3;5;3,5;0
0;50;1;1;1048;2;2;4;2;4;4;4;5;3;2;3;4;3,25;0
1;44;1;2;1642;5;5;3;5;5;5;5;5;5;3;5;5;4,666666667;1
1;58;1;2;1747;1;3;5;2;2;1;1;1;1;4;1;2;2;0
1;40;1;2;1744;4;4;3;2;3;4;4;4;4;3;4;2;3,416666667;0
1;31;0;0;109;4;4;4;4;4;4;1;4;2;1;2;4;3,166666667;0
1;62;0;0;1017;1;2;1;2;1;1;3;4;4;3;4;1;2,25;0
1;50;1;0;689;2;4;2;2;2;2;3;1;3;1;4;2;2,333333333;0
1;69;0;0;937;4;4;2;3;3;3;3;4;3;2;3;3;3,083333333;0
1;38;0;0;466;3;3;1;3;4;1;5;2;5;5;4;1;3,083333333;0
1;39;1;2;2459;2;2;5;4;5;4;4;4;4;5;4;3;3,833333333;1
1;31;0;1;125;1;1;5;1;5;5;3;5;3;2;3;5;3,25;0
1;46;1;2;2327;3;3;4;5;4;4;4;4;4;5;4;4;4;1
1;42;0;0;868;2;2;5;3;3;1;1;2;1;4;1;1;2,166666667;0
0;20;1;0;1590;3;3;2;3;2;2;4;2;3;3;2;2;2,583333333;0
1;29;1;2;1995;2;5;2;2;2;2;3;3;3;3;3;2;2,666666667;0
0;23;1;0;563;1;1;1;1;1;1;1;4;5;4;3;1;2;0
1;43;1;2;2204;1;1;2;5;5;4;4;4;4;5;4;3;3,5;1
1;22;1;0;1179;4;1;4;4;3;4;1;5;2;1;2;4;2,916666667;1
1;27;0;0;237;4;4;1;4;1;1;5;5;5;3;5;1;3,25;1
1;60;1;2;1612;2;2;4;3;3;2;2;2;2;3;2;2;2,416666667;0
1;36;1;1;232;4;5;4;4;4;4;2;1;2;5;3;4;3,5;1
1;28;0;0;862;4;4;2;4;2;2;3;4;3;3;3;2;3;0
1;9;0;0;1325;1;1;2;1;2;2;4;2;4;1;4;2;2,166666667;0
0;36;1;1;1075;2;1;4;1;4;4;1;3;4;3;3;4;2,833333333;0
0;34;1;2;2422;3;3;1;3;1;1;4;4;4;4;5;1;2,833333333;0
0;17;1;0;591;4;4;2;4;2;2;5;4;5;3;4;2;3,416666667;1
1;54;1;0;1407;1;1;1;1;1;1;4;5;4;1;4;1;2,083333333;0
1;36;0;0;802;1;2;1;2;1;1;4;4;3;3;1;1;2;0
1;58;1;2;479;3;3;3;5;5;4;4;4;4;4;4;4;3,916666667;1
1;42;1;2;2261;5;5;3;5;5;4;4;5;4;5;4;3;4,333333333;1
1;65;1;2;302;1;1;5;1;3;4;4;4;4;5;4;2;3,166666667;1
1;30;1;2;1069;3;3;5;5;5;5;3;2;1;5;4;5;3,833333333;1
0;20;1;2;234;4;4;1;4;1;1;4;3;4;5;4;1;3;1
0;34;1;0;308;4;4;4;4;4;4;1;3;1;3;4;4;3,333333333;0
1;57;0;0;1050;1;2;5;2;5;5;4;2;4;3;5;5;3,583333333;0
1;24;0;0;239;2;0;2;0;3;2;4;2;4;3;5;2;2,416666667;0
1;40;1;2;1990;3;3;4;3;4;4;4;4;4;5;4;5;3,916666667;1
1;41;1;2;3902;2;2;5;4;4;5;5;5;5;5;5;4;4,25;1
0;23;1;0;1197;2;2;5;2;5;5;4;3;4;3;5;5;3,75;0
1;35;0;2;106;4;0;2;5;5;4;4;0;5;3;4;5;3,416666667;1
0;22;1;0;1487;2;2;2;2;2;2;3;3;4;5;4;2;2,75;0
1;31;1;2;3323;2;2;5;5;5;5;4;4;5;4;5;5;4,25;1
1;37;1;2;447;1;1;5;4;4;3;3;3;3;4;3;4;3,166666667;1
0;36;1;2;719;2;2;5;2;5;5;4;4;4;3;5;5;3,833333333;0
1;39;1;2;590;5;5;4;5;5;4;4;4;4;4;4;5;4,416666667;1
0;56;1;0;67;2;2;3;2;3;3;3;5;2;3;1;3;2,666666667;0
1;53;1;2;1979;5;5;4;5;4;3;3;4;3;5;3;4;4;1
1;43;1;2;3175;1;3;5;3;4;1;1;1;1;3;1;1;2,083333333;0
1;50;0;1;1389;1;1;4;1;4;4;5;1;1;5;4;4;2,916666667;0
0;23;1;0;270;2;3;1;3;1;1;1;1;1;1;4;1;1,666666667;0
1;39;1;2;1931;1;1;2;5;5;4;4;4;4;4;4;4;3,5;1
0;48;1;1;238;4;4;4;4;4;4;4;5;1;5;1;4;3,666666667;1
1;56;1;2;2173;3;3;4;5;3;4;4;4;4;5;4;3;3,833333333;1
1;23;1;0;2399;5;3;5;5;3;5;5;5;3;4;5;5;4,416666667;1
1;42;1;2;2704;5;5;2;3;5;5;5;5;5;5;5;4;4,5;1
1;52;1;2;3425;1;2;1;4;4;1;1;1;1;2;1;4;1,916666667;0
0;48;1;2;2092;3;3;5;3;5;5;4;5;5;3;4;5;4,166666667;0
1;47;1;2;3748;4;4;3;5;5;4;4;4;4;3;4;4;4;1
1;58;1;2;1861;3;3;5;4;4;3;3;3;3;1;3;4;3,25;0
1;46;0;0;431;2;5;3;5;4;3;3;5;3;4;3;4;3,666666667;0
1;30;0;0;551;2;3;3;3;5;3;2;3;3;1;4;3;2,916666667;0
1;62;1;2;325;2;3;5;4;4;2;2;1;2;3;2;2;2,666666667;0
1;44;1;1;1849;3;2;4;2;3;3;3;3;3;4;3;2;2,916666667;0
0;38;1;0;386;2;1;2;1;2;2;3;1;2;3;1;2;1,833333333;0
1;22;0;0;861;4;4;4;4;4;4;5;3;4;4;5;4;4,083333333;0
1;20;1;2;1186;5;5;5;5;5;5;3;5;4;4;5;5;4,666666667;1
1;38;1;2;646;2;2;2;4;4;5;5;5;5;3;5;5;3,916666667;1
1;38;1;2;2615;3;5;5;4;3;3;3;3;3;1;3;1;3,083333333;0
1;46;0;0;2521;2;2;3;4;4;2;2;2;2;4;2;3;2,666666667;0
1;34;1;0;160;3;5;3;3;3;3;2;3;3;1;2;3;2,833333333;0
1;27;0;1;337;4;4;4;4;4;4;3;4;4;2;4;4;3,75;0
0;22;1;0;584;2;2;4;2;4;4;4;3;4;4;5;4;3,5;0
1;69;0;0;628;3;4;2;4;2;2;5;3;4;5;4;2;3,333333333;0
1;54;1;2;2301;3;3;5;5;5;2;2;2;2;3;2;5;3,25;1
0;30;1;0;170;3;4;3;4;3;3;4;2;2;2;5;3;3,166666667;0
0;22;1;0;1020;3;2;2;3;3;1;5;3;3;3;4;3;2,916666667;0
0;24;1;0;1517;2;2;3;2;3;3;3;4;4;1;3;3;2,75;0
1;36;1;0;516;2;3;2;2;2;2;3;4;3;3;4;2;2,666666667;0
1;59;1;2;3912;4;4;4;5;5;5;5;4;5;5;5;3;4,5;1
0;39;1;0;423;1;1;2;1;2;2;1;1;5;5;1;2;2;0
1;35;1;0;844;5;4;5;5;5;5;3;1;4;1;2;5;3,75;1
1;60;1;2;3352;3;3;2;3;4;3;3;3;3;4;3;1;2,916666667;0
1;32;1;2;3051;5;5;2;2;2;2;5;5;2;2;3;2;3,083333333;1
0;20;1;0;1142;4;4;5;4;5;5;5;5;4;4;4;5;4,5;1
1;49;0;0;1499;1;0;5;4;4;1;1;0;1;3;1;1;1,833333333;0
1;12;0;0;2182;3;3;2;3;3;2;1;3;4;4;4;2;2,833333333;0
0;24;1;2;109;0;1;4;1;4;4;5;4;5;4;5;4;3,416666667;1
1;8;0;0;590;2;2;5;2;5;5;3;2;3;4;4;5;3,5;0
1;61;1;0;216;4;4;3;5;1;4;4;4;4;2;4;2;3,416666667;1
1;40;1;2;250;2;2;4;3;3;2;2;2;2;3;2;1;2,333333333;0
1;55;1;2;770;1;2;4;4;4;2;2;2;2;5;2;4;2,833333333;1
1;9;0;0;258;3;3;1;3;1;1;2;4;3;3;4;1;2,416666667;0
1;48;0;0;2218;3;3;1;2;4;2;2;3;2;4;2;1;2,416666667;0
1;18;1;2;2139;3;1;3;2;3;3;2;2;3;1;3;3;2,416666667;0
0;36;1;2;368;2;2;2;2;2;2;4;4;5;3;5;2;2,916666667;0
1;60;1;2;1680;1;5;1;1;1;1;5;3;2;1;3;1;2,083333333;0
1;53;0;0;102;1;1;3;1;3;3;3;2;5;4;4;3;2,75;0
1;38;1;2;2565;3;3;4;4;5;2;2;2;2;3;2;4;3;1
1;26;0;0;179;1;1;2;1;5;2;2;4;2;2;4;2;2,333333333;0
1;41;1;2;1032;2;2;5;4;4;5;5;5;5;5;5;3;4,166666667;1
1;38;1;0;214;3;1;3;3;3;3;3;1;4;3;3;3;2,75;0
1;58;0;0;152;2;2;4;5;4;1;1;2;1;4;1;5;2,666666667;0
1;33;0;2;2367;3;3;2;3;2;2;3;3;4;5;4;2;3;0
1;60;1;2;2831;3;3;2;5;5;4;4;4;4;3;4;3;3,666666667;1
0;44;1;2;280;1;1;3;1;3;3;3;5;5;5;4;3;3,083333333;0
1;36;1;2;1870;3;3;2;1;3;4;4;4;4;4;4;4;3,333333333;1
0;59;1;1;508;3;3;4;3;4;4;2;1;3;1;4;4;3;0
1;44;1;0;414;1;3;4;3;2;1;1;1;1;4;1;1;1,916666667;0
1;39;1;0;101;4;3;4;5;4;4;2;4;5;4;4;4;3,916666667;1
1;48;0;1;779;4;4;4;2;1;4;3;5;5;1;4;1;3,166666667;0
